01	0,1015310
02	0,5753641
03	1,2125329
04	1,9225575
05	2,6746028
06	3,4545988
07	4,2548521
08	5,0706404
09	5,8988258
10	6,7372007
11	7,5841427
12	8,4384187
13	9,2990655
14	10,165313
15	11,036537
16	11,912219
17	12,791926
18	13,675290
19	14,561996
20	15,451773
21	16,344383
22	17,239619
23	18,137296
24	19,037252
25	19,939340
26	20,843431
27	21,749404
28	22,657155
29	23,566586
30	24,477607
31	25,390139
32	26,304106
33	27,219441
34	28,136079
35	29,053963
36	29,973039
37	30,893255
38	31,814565
39	32,736925
40	33,660294
41	34,584635
42	35,509910
43	36,436085
44	37,363130
45	38,291015
46	39,219710
47	40,149189
48	41,079426
49	42,010399
50	42,942083
