01	0,0157907
02	0,2107210
03	0,5843743
04	1,0636232
05	1,6103079
06	2,2041306
07	2,8331069
08	3,4895391
09	4,1681590
10	4,8651820
11	5,5777847
12	6,3037960
13	7,0415045
14	7,7895336
15	8,5467562
16	9,3122363
17	10,085186
18	10,864936
19	11,650910
20	12,442609
21	13,239597
22	14,041493
23	14,847955
24	15,658684
25	16,473408
26	17,291884
27	18,113895
28	18,939242
29	19,767743
30	20,599234
31	21,433564
32	22,270594
33	23,110196
34	23,952253
35	24,796654
36	25,643299
37	26,492094
38	27,342950
39	28,195785
40	29,050522
41	29,907091
42	30,765423
43	31,625454
44	32,487125
45	33,350380
46	34,215166
47	35,081432
48	35,949131
49	36,818217
50	37,688648
