01	6,634900
02	9,210340
03	11,34487
04	13,27670
05	15,08627
06	16,81189
07	18,47531
08	20,09024
09	21,66599
10	23,20925
11	24,72497
12	26,21697
13	27,68825
14	29,14124
15	30,57791
16	31,99993
17	33,40866
18	34,80531
19	36,19087
20	37,56623
21	38,93217
22	40,28936
23	41,63840
24	42,97982
25	44,31410
26	45,64168
27	46,96294
28	48,27824
29	49,58788
30	50,89218
31	52,19139
32	53,48577
33	54,77554
34	56,06091
35	57,34207
36	58,61921
37	59,89250
38	61,16209
39	62,42812
40	63,69074
41	64,95007
42	66,20624
43	67,45935
44	68,70951
45	69,95683
46	71,20140
47	72,44331
48	73,68264
49	74,91947
50	76,15389
