01	3,841460
02	5,991460
03	7,814730
04	9,487730
05	11,07050
06	12,59159
07	14,06714
08	15,50731
09	16,91898
10	18,30704
11	19,67514
12	21,02607
13	22,36203
14	23,68479
15	24,99579
16	26,29623
17	27,58711
18	28,86930
19	30,14353
20	31,41043
21	32,67057
22	33,92444
23	35,17246
24	36,41503
25	37,65248
26	38,88514
27	40,11327
28	41,33714
29	42,55697
30	43,77297
31	44,98534
32	46,19426
33	47,39988
34	48,60237
35	49,80185
36	50,99846
37	52,19232
38	53,38354
39	54,57223
40	55,75848
41	56,94239
42	58,12404
43	59,30351
44	60,48089
45	61,65623
46	62,82962
47	64,00111
48	65,17077
49	66,33865
50	67,50481
