01	1,3233036
02	2,7725887
03	4,1083449
04	5,3852690
05	6,6256797
06	7,8408041
07	9,0371475
08	10,218854
09	11,388751
10	12,548861
11	13,700692
12	14,845403
13	15,983906
14	17,116933
15	18,245085
16	19,368860
17	20,488676
18	21,604889
19	22,717806
20	23,827692
21	24,934777
22	26,039265
23	27,141336
24	28,241150
25	29,338850
26	30,434565
27	31,528411
28	32,620494
29	33,710908
30	34,799742
31	35,887075
32	36,972982
33	38,057529
34	39,140778
35	40,222789
36	41,303615
37	42,383305
38	43,461906
39	44,539462
40	45,616013
41	46,691597
42	47,766250
43	48,840005
44	49,912895
45	50,984948
46	52,056193
47	53,126657
48	54,196364
49	55,265339
50	56,333604
