01	5,023890
02	7,377760
03	9,348400
04	11,14329
05	12,83250
06	14,44938
07	16,01276
08	17,53455
09	19,02277
10	20,48318
11	21,92005
12	23,33666
13	24,73560
14	26,11895
15	27,48839
16	28,84535
17	30,19101
18	31,52638
19	32,85233
20	34,16961
21	35,47888
22	36,78071
23	38,07563
24	39,36408
25	40,64647
26	41,92317
27	43,19451
28	44,46079
29	45,72229
30	46,97924
31	48,23189
32	49,48044
33	50,72508
34	51,96600
35	53,20335
36	54,43729
37	55,66797
38	56,89552
39	58,12006
40	59,34171
41	60,56057
42	61,77676
43	62,99036
44	64,20146
45	65,41016
46	66,61653
47	67,82065
48	69,02259
49	70,22241
50	71,42020
