01	0,4549364
02	1,3862943
03	2,3659738
04	3,3566939
05	4,3514601
06	5,3481206
07	6,3458111
08	7,3441214
09	8,3428326
10	9,3418177
11	10,340998
12	11,340322
13	12,339755
14	13,339274
15	14,338859
16	15,338498
17	16,338182
18	17,337902
19	18,337652
20	19,337429
21	20,337227
22	21,337044
23	22,336878
24	23,336726
25	24,336586
26	25,336458
27	26,336339
28	27,336229
29	28,336126
30	29,336031
31	30,335942
32	31,335859
33	32,335780
34	33,335707
35	34,335638
36	35,335572
37	36,335511
38	37,335452
39	38,335397
40	39,335344
41	40,335294
42	41,335247
43	42,335202
44	43,335158
45	44,335117
46	45,335078
47	46,335040
48	47,335004
49	48,334969
50	49,334936
